SYMBOL	RET	PARAMS	RET_LAYOUT	PARAM_LAYOUTS	TYPE	METHOD	THROWS	BUILT	FILE
wkj_dom_HTMLTableCellElement_getColSpan	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	HTMLTableCellElement	getColSpan	-	1	JavaHTMLTableCellElement.cpp
wkj_dom_HTMLTableCellElement_setColSpan	void	int64_t peer, int32_t value	void	JAVA_LONG,JAVA_INT	HTMLTableCellElement	setColSpan	-	1	JavaHTMLTableCellElement.cpp
wkj_dom_HTMLTableCellElement_getRowSpan	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	HTMLTableCellElement	getRowSpan	-	1	JavaHTMLTableCellElement.cpp
wkj_dom_HTMLTableCellElement_setRowSpan	void	int64_t peer, int32_t value	void	JAVA_LONG,JAVA_INT	HTMLTableCellElement	setRowSpan	-	1	JavaHTMLTableCellElement.cpp
wkj_dom_HTMLTableCellElement_getHeaders	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableCellElement	getHeaders	-	1	JavaHTMLTableCellElement.cpp
wkj_dom_HTMLTableCellElement_setHeaders	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableCellElement	setHeaders	-	1	JavaHTMLTableCellElement.cpp
wkj_dom_HTMLTableCellElement_getHeight	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableCellElement	getHeight	-	1	JavaHTMLTableCellElement.cpp
wkj_dom_HTMLTableCellElement_setHeight	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableCellElement	setHeight	-	1	JavaHTMLTableCellElement.cpp
wkj_dom_HTMLTableCellElement_getNoWrap	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	HTMLTableCellElement	getNoWrap	-	1	JavaHTMLTableCellElement.cpp
wkj_dom_HTMLTableCellElement_setNoWrap	void	int64_t peer, int32_t value	void	JAVA_LONG,JAVA_INT	HTMLTableCellElement	setNoWrap	-	1	JavaHTMLTableCellElement.cpp
wkj_dom_HTMLTableCellElement_getVAlign	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableCellElement	getVAlign	-	1	JavaHTMLTableCellElement.cpp
wkj_dom_HTMLTableCellElement_setVAlign	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableCellElement	setVAlign	-	1	JavaHTMLTableCellElement.cpp
wkj_dom_HTMLTableCellElement_getWidth	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableCellElement	getWidth	-	1	JavaHTMLTableCellElement.cpp
wkj_dom_HTMLTableCellElement_setWidth	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableCellElement	setWidth	-	1	JavaHTMLTableCellElement.cpp
wkj_dom_HTMLTableCellElement_getAbbr	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableCellElement	getAbbr	-	1	JavaHTMLTableCellElement.cpp
wkj_dom_HTMLTableCellElement_setAbbr	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableCellElement	setAbbr	-	1	JavaHTMLTableCellElement.cpp
wkj_dom_HTMLTableCellElement_getScope	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableCellElement	getScope	-	1	JavaHTMLTableCellElement.cpp
wkj_dom_HTMLTableCellElement_setScope	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableCellElement	setScope	-	1	JavaHTMLTableCellElement.cpp
wkj_dom_HTMLTableColElement_getAlign	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableColElement	getAlign	-	1	JavaHTMLTableColElement.cpp
wkj_dom_HTMLTableColElement_setAlign	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableColElement	setAlign	-	1	JavaHTMLTableColElement.cpp
wkj_dom_HTMLTableColElement_getCh	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableColElement	getCh	-	1	JavaHTMLTableColElement.cpp
wkj_dom_HTMLTableColElement_setCh	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableColElement	setCh	-	1	JavaHTMLTableColElement.cpp
wkj_dom_HTMLTableColElement_getChOff	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableColElement	getChOff	-	1	JavaHTMLTableColElement.cpp
wkj_dom_HTMLTableColElement_setChOff	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableColElement	setChOff	-	1	JavaHTMLTableColElement.cpp
wkj_dom_HTMLTableColElement_getSpan	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	HTMLTableColElement	getSpan	-	1	JavaHTMLTableColElement.cpp
wkj_dom_HTMLTableColElement_setSpan	void	int64_t peer, int32_t value	void	JAVA_LONG,JAVA_INT	HTMLTableColElement	setSpan	-	1	JavaHTMLTableColElement.cpp
wkj_dom_HTMLTableColElement_getVAlign	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableColElement	getVAlign	-	1	JavaHTMLTableColElement.cpp
wkj_dom_HTMLTableColElement_setVAlign	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableColElement	setVAlign	-	1	JavaHTMLTableColElement.cpp
wkj_dom_HTMLTableColElement_getWidth	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableColElement	getWidth	-	1	JavaHTMLTableColElement.cpp
wkj_dom_HTMLTableColElement_setWidth	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableColElement	setWidth	-	1	JavaHTMLTableColElement.cpp
wkj_dom_HTMLTableElement_getCaption	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	HTMLTableElement	getCaption	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_setCaption	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	HTMLTableElement	setCaption	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_getTHead	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	HTMLTableElement	getTHead	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_setTHead	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	HTMLTableElement	setTHead	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_getTFoot	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	HTMLTableElement	getTFoot	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_setTFoot	void	int64_t peer, int64_t value	void	JAVA_LONG,JAVA_LONG	HTMLTableElement	setTFoot	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_getRows	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	HTMLTableElement	getRows	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_getTBodies	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	HTMLTableElement	getTBodies	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_getAlign	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableElement	getAlign	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_setAlign	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableElement	setAlign	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_getBgColor	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableElement	getBgColor	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_setBgColor	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableElement	setBgColor	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_getBorder	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableElement	getBorder	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_setBorder	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableElement	setBorder	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_getCellPadding	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableElement	getCellPadding	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_setCellPadding	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableElement	setCellPadding	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_getCellSpacing	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableElement	getCellSpacing	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_setCellSpacing	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableElement	setCellSpacing	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_getFrame	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableElement	getFrame	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_setFrame	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableElement	setFrame	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_getRules	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableElement	getRules	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_setRules	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableElement	setRules	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_getSummary	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableElement	getSummary	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_setSummary	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableElement	setSummary	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_getWidth	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableElement	getWidth	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_setWidth	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableElement	setWidth	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_createTHead	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	HTMLTableElement	createTHead	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_deleteTHead	void	int64_t peer	void	JAVA_LONG	HTMLTableElement	deleteTHead	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_createTFoot	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	HTMLTableElement	createTFoot	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_deleteTFoot	void	int64_t peer	void	JAVA_LONG	HTMLTableElement	deleteTFoot	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_createTBody	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	HTMLTableElement	createTBody	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_createCaption	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	HTMLTableElement	createCaption	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_deleteCaption	void	int64_t peer	void	JAVA_LONG	HTMLTableElement	deleteCaption	-	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_insertRow	int64_t	int64_t peer, int32_t index	JAVA_LONG	JAVA_LONG,JAVA_INT	HTMLTableElement	insertRow	THROWS	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableElement_deleteRow	void	int64_t peer, int32_t index	void	JAVA_LONG,JAVA_INT	HTMLTableElement	deleteRow	THROWS	1	JavaHTMLTableElement.cpp
wkj_dom_HTMLTableRowElement_getRowIndex	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	HTMLTableRowElement	getRowIndex	-	1	JavaHTMLTableRowElement.cpp
wkj_dom_HTMLTableRowElement_getSectionRowIndex	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	HTMLTableRowElement	getSectionRowIndex	-	1	JavaHTMLTableRowElement.cpp
wkj_dom_HTMLTableRowElement_getCells	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	HTMLTableRowElement	getCells	-	1	JavaHTMLTableRowElement.cpp
wkj_dom_HTMLTableRowElement_getAlign	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableRowElement	getAlign	-	1	JavaHTMLTableRowElement.cpp
wkj_dom_HTMLTableRowElement_setAlign	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableRowElement	setAlign	-	1	JavaHTMLTableRowElement.cpp
wkj_dom_HTMLTableRowElement_getBgColor	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableRowElement	getBgColor	-	1	JavaHTMLTableRowElement.cpp
wkj_dom_HTMLTableRowElement_setBgColor	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableRowElement	setBgColor	-	1	JavaHTMLTableRowElement.cpp
wkj_dom_HTMLTableRowElement_getCh	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableRowElement	getCh	-	1	JavaHTMLTableRowElement.cpp
wkj_dom_HTMLTableRowElement_setCh	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableRowElement	setCh	-	1	JavaHTMLTableRowElement.cpp
wkj_dom_HTMLTableRowElement_getChOff	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableRowElement	getChOff	-	1	JavaHTMLTableRowElement.cpp
wkj_dom_HTMLTableRowElement_setChOff	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableRowElement	setChOff	-	1	JavaHTMLTableRowElement.cpp
wkj_dom_HTMLTableRowElement_getVAlign	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableRowElement	getVAlign	-	1	JavaHTMLTableRowElement.cpp
wkj_dom_HTMLTableRowElement_setVAlign	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableRowElement	setVAlign	-	1	JavaHTMLTableRowElement.cpp
wkj_dom_HTMLTableRowElement_insertCell	int64_t	int64_t peer, int32_t index	JAVA_LONG	JAVA_LONG,JAVA_INT	HTMLTableRowElement	insertCell	THROWS	1	JavaHTMLTableRowElement.cpp
wkj_dom_HTMLTableRowElement_deleteCell	void	int64_t peer, int32_t index	void	JAVA_LONG,JAVA_INT	HTMLTableRowElement	deleteCell	THROWS	1	JavaHTMLTableRowElement.cpp
wkj_dom_HTMLTableSectionElement_getAlign	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableSectionElement	getAlign	-	1	JavaHTMLTableSectionElement.cpp
wkj_dom_HTMLTableSectionElement_setAlign	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableSectionElement	setAlign	-	1	JavaHTMLTableSectionElement.cpp
wkj_dom_HTMLTableSectionElement_getCh	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableSectionElement	getCh	-	1	JavaHTMLTableSectionElement.cpp
wkj_dom_HTMLTableSectionElement_setCh	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableSectionElement	setCh	-	1	JavaHTMLTableSectionElement.cpp
wkj_dom_HTMLTableSectionElement_getChOff	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableSectionElement	getChOff	-	1	JavaHTMLTableSectionElement.cpp
wkj_dom_HTMLTableSectionElement_setChOff	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableSectionElement	setChOff	-	1	JavaHTMLTableSectionElement.cpp
wkj_dom_HTMLTableSectionElement_getVAlign	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTableSectionElement	getVAlign	-	1	JavaHTMLTableSectionElement.cpp
wkj_dom_HTMLTableSectionElement_setVAlign	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTableSectionElement	setVAlign	-	1	JavaHTMLTableSectionElement.cpp
wkj_dom_HTMLTableSectionElement_getRows	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	HTMLTableSectionElement	getRows	-	1	JavaHTMLTableSectionElement.cpp
wkj_dom_HTMLTableSectionElement_insertRow	int64_t	int64_t peer, int32_t index	JAVA_LONG	JAVA_LONG,JAVA_INT	HTMLTableSectionElement	insertRow	THROWS	1	JavaHTMLTableSectionElement.cpp
wkj_dom_HTMLTableSectionElement_deleteRow	void	int64_t peer, int32_t index	void	JAVA_LONG,JAVA_INT	HTMLTableSectionElement	deleteRow	THROWS	1	JavaHTMLTableSectionElement.cpp
wkj_dom_HTMLTextAreaElement_getAutofocus	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	HTMLTextAreaElement	getAutofocus	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_setAutofocus	void	int64_t peer, int32_t value	void	JAVA_LONG,JAVA_INT	HTMLTextAreaElement	setAutofocus	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_getDirName	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTextAreaElement	getDirName	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_setDirName	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTextAreaElement	setDirName	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_getDisabled	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	HTMLTextAreaElement	getDisabled	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_setDisabled	void	int64_t peer, int32_t value	void	JAVA_LONG,JAVA_INT	HTMLTextAreaElement	setDisabled	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_getForm	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	HTMLTextAreaElement	getForm	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_getMaxLength	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	HTMLTextAreaElement	getMaxLength	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_setMaxLength	void	int64_t peer, int32_t value	void	JAVA_LONG,JAVA_INT	HTMLTextAreaElement	setMaxLength	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_getName	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTextAreaElement	getName	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_setName	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTextAreaElement	setName	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_getPlaceholder	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTextAreaElement	getPlaceholder	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_setPlaceholder	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTextAreaElement	setPlaceholder	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_getReadOnly	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	HTMLTextAreaElement	getReadOnly	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_setReadOnly	void	int64_t peer, int32_t value	void	JAVA_LONG,JAVA_INT	HTMLTextAreaElement	setReadOnly	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_getRequired	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	HTMLTextAreaElement	getRequired	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_setRequired	void	int64_t peer, int32_t value	void	JAVA_LONG,JAVA_INT	HTMLTextAreaElement	setRequired	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_getRows	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	HTMLTextAreaElement	getRows	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_setRows	void	int64_t peer, int32_t value	void	JAVA_LONG,JAVA_INT	HTMLTextAreaElement	setRows	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_getCols	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	HTMLTextAreaElement	getCols	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_setCols	void	int64_t peer, int32_t value	void	JAVA_LONG,JAVA_INT	HTMLTextAreaElement	setCols	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_getWrap	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTextAreaElement	getWrap	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_setWrap	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTextAreaElement	setWrap	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_getType	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTextAreaElement	getType	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_getDefaultValue	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTextAreaElement	getDefaultValue	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_setDefaultValue	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTextAreaElement	setDefaultValue	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_getValue	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTextAreaElement	getValue	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_setValue	void	int64_t peer, const uint16_t* value, int32_t value_length	void	JAVA_LONG,ADDRESS,JAVA_INT	HTMLTextAreaElement	setValue	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_getTextLength	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	HTMLTextAreaElement	getTextLength	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_getWillValidate	int32_t	int64_t peer	JAVA_INT	JAVA_LONG	HTMLTextAreaElement	getWillValidate	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_getValidationMessage	int32_t	int64_t peer, uint16_t* result_buf, int32_t result_cap, int32_t* result_length	JAVA_INT	JAVA_LONG,ADDRESS,JAVA_INT,ADDRESS	HTMLTextAreaElement	getValidationMessage	-	1	JavaHTMLTextAreaElement.cpp
wkj_dom_HTMLTextAreaElement_getLabels	int64_t	int64_t peer	JAVA_LONG	JAVA_LONG	HTMLTextAreaElement	getLabels	-	1	JavaHTMLTextAreaElement.cpp
